datetime,month,hour,river_flow,rainfall,temperature,reservoir_level,power_output
2023-03-25 03:00:00,3,3,71.4,50.03,25.79,39.49,26.01
2023-03-25 04:00:00,3,4,49.47,51.45,26.12,28.09,13.84
2023-03-25 05:00:00,3,5,32.36,51.22,23.09,29.08,11.17
2023-03-25 06:00:00,3,6,46.74,45.92,22.61,31.19,7.02
2023-03-25 07:00:00,3,7,35.1,59.03,25.11,34.82,11.27
2023-03-25 08:00:00,3,8,36.5,40.66,25.13,24.54,4.39
2023-03-25 09:00:00,3,9,47.11,45.67,24.71,30.52,16.76
2023-03-25 10:00:00,3,10,34.15,53.2,24.42,17.46,7.1
2023-03-25 11:00:00,3,11,43.84,33.99,28.42,28.64,7.19
2023-03-25 12:00:00,3,12,12.13,34.44,25.85,35.36,8.78
2023-03-25 13:00:00,3,13,54.27,40.67,28.94,26.37,14.47
2023-03-25 14:00:00,3,14,50.02,80.19,27.54,30.88,5.95
2023-03-25 15:00:00,3,15,33.66,34.21,28.41,27.36,0.0
2023-03-25 16:00:00,3,16,63.18,42.05,22.85,25.7,6.8
2023-03-25 17:00:00,3,17,68.75,29.94,26.19,34.86,28.23
2023-03-25 18:00:00,3,18,17.85,37.63,24.14,24.77,0.0
2023-03-25 19:00:00,3,19,34.75,34.22,21.67,31.46,18.5
2023-03-25 20:00:00,3,20,34.62,41.21,27.99,31.54,3.77
2023-03-25 21:00:00,3,21,31.2,36.51,24.41,25.74,0.83
2023-03-25 22:00:00,3,22,66.59,30.06,22.89,30.78,21.49
2023-03-25 23:00:00,3,23,46.12,47.83,24.17,25.33,14.37
2023-03-26 00:00:00,3,0,44.71,65.72,23.41,32.61,14.94
2023-03-26 01:00:00,3,1,9.92,53.07,23.61,23.43,5.32
2023-03-26 02:00:00,3,2,62.71,46.1,24.56,28.3,10.79
2023-03-26 03:00:00,3,3,25.21,49.25,28.46,28.74,10.21
2023-03-26 04:00:00,3,4,51.2,62.47,23.67,35.56,16.38
2023-03-26 05:00:00,3,5,55.55,66.31,28.32,30.7,12.39
2023-03-26 06:00:00,3,6,77.21,57.41,26.7,34.78,22.86
2023-03-26 07:00:00,3,7,23.82,41.92,25.79,32.77,11.81
2023-03-26 08:00:00,3,8,10.39,34.2,26.5,32.74,4.8
2023-03-26 09:00:00,3,9,53.68,40.83,25.03,28.34,1.9
2023-03-26 10:00:00,3,10,86.01,39.43,27.57,35.1,29.63
2023-03-26 11:00:00,3,11,74.78,50.81,26.13,28.22,21.67
2023-03-26 12:00:00,3,12,54.19,67.42,21.67,21.35,7.75
2023-03-26 13:00:00,3,13,40.17,54.55,25.59,28.93,10.27
2023-03-26 14:00:00,3,14,66.14,52.59,26.57,32.27,18.36
2023-03-26 15:00:00,3,15,30.53,54.97,24.42,21.97,0.0
2023-03-26 16:00:00,3,16,59.53,49.45,25.25,25.57,10.69
2023-03-26 17:00:00,3,17,60.11,45.59,23.77,23.85,10.14
2023-03-26 18:00:00,3,18,71.2,41.47,22.24,33.93,19.35
2023-03-26 19:00:00,3,19,105.19,52.78,21.9,38.36,31.02
2023-03-26 20:00:00,3,20,57.85,69.04,21.93,28.95,17.28
2023-03-26 21:00:00,3,21,39.82,54.83,26.34,32.66,6.8
2023-03-26 22:00:00,3,22,49.49,49.56,20.02,32.53,17.97
2023-03-26 23:00:00,3,23,14.62,37.77,23.67,37.77,7.68
2023-03-27 00:00:00,3,0,36.11,55.68,23.47,26.74,14.85
2023-03-27 01:00:00,3,1,41.81,44.87,24.44,28.9,18.75
2023-03-27 02:00:00,3,2,39.52,47.1,21.29,28.3,18.03
2023-03-27 03:00:00,3,3,53.05,49.56,25.81,30.38,7.51
2023-03-27 04:00:00,3,4,33.55,40.69,22.45,42.52,13.62
2023-03-27 05:00:00,3,5,72.42,56.61,27.26,30.15,14.62
2023-03-27 06:00:00,3,6,50.0,55.75,23.76,25.73,27.13
2023-03-27 07:00:00,3,7,49.81,50.12,24.81,24.23,13.13
2023-03-27 08:00:00,3,8,43.44,56.4,25.01,36.26,20.22
2023-03-27 09:00:00,3,9,53.1,44.92,25.49,25.7,13.56
2023-03-27 10:00:00,3,10,66.5,57.13,25.07,33.32,5.3
2023-03-27 11:00:00,3,11,32.66,47.74,24.15,26.6,3.33
2023-03-27 12:00:00,3,12,36.84,51.0,25.69,23.67,3.84
2023-03-27 13:00:00,3,13,43.93,47.85,25.93,33.03,10.15
2023-03-27 14:00:00,3,14,23.08,54.6,23.47,26.85,6.97
2023-03-27 15:00:00,3,15,33.61,53.39,25.85,32.13,11.51
2023-03-27 16:00:00,3,16,40.48,49.04,27.38,32.5,0.0
2023-03-27 17:00:00,3,17,67.49,47.98,26.41,32.73,17.23
2023-03-27 18:00:00,3,18,55.25,50.04,26.86,28.66,10.77
2023-03-27 19:00:00,3,19,53.87,32.95,25.34,33.43,21.92
2023-03-27 20:00:00,3,20,67.02,59.91,23.13,25.39,17.15
2023-03-27 21:00:00,3,21,47.25,50.64,23.38,17.73,6.07
2023-03-27 22:00:00,3,22,57.81,65.74,25.64,33.53,17.28
2023-03-27 23:00:00,3,23,47.94,46.28,26.89,30.83,3.89
2023-03-28 00:00:00,3,0,55.31,61.15,30.57,26.95,15.74
2023-03-28 01:00:00,3,1,38.34,52.78,26.96,22.64,5.26
2023-03-28 02:00:00,3,2,1.22,53.72,22.66,19.82,0.0
2023-03-28 03:00:00,3,3,47.31,47.19,23.47,30.26,18.51
2023-03-28 04:00:00,3,4,78.45,55.53,29.56,38.24,26.39
2023-03-28 05:00:00,3,5,68.52,55.95,24.57,29.31,13.42
2023-03-28 06:00:00,3,6,69.31,35.64,25.1,28.19,13.27
2023-03-28 07:00:00,3,7,74.72,47.15,23.08,29.88,20.45
2023-03-28 08:00:00,3,8,51.77,55.61,28.13,40.9,19.1
2023-03-28 09:00:00,3,9,53.95,52.51,26.0,33.76,15.33
2023-03-28 10:00:00,3,10,37.65,33.55,23.45,25.33,1.94
2023-03-28 11:00:00,3,11,43.68,52.35,23.01,30.14,5.7
2023-03-28 12:00:00,3,12,62.32,56.89,25.61,31.66,12.71
2023-03-28 13:00:00,3,13,74.08,56.85,25.09,24.72,14.29
2023-03-28 14:00:00,3,14,47.21,55.49,26.66,33.8,13.1
2023-03-28 15:00:00,3,15,41.0,55.94,26.09,25.91,8.06
2023-03-28 16:00:00,3,16,50.01,62.8,24.47,22.45,8.79
2023-03-28 17:00:00,3,17,62.02,61.24,23.91,30.38,25.12
2023-03-28 18:00:00,3,18,21.12,58.29,24.68,29.59,9.46
2023-03-28 19:00:00,3,19,4.08,44.08,23.9,29.99,6.96
2023-03-28 20:00:00,3,20,38.99,53.81,24.74,26.18,10.83
2023-03-28 21:00:00,3,21,25.59,52.07,25.03,26.87,6.1
2023-03-28 22:00:00,3,22,39.84,37.3,23.2,35.64,13.89
2023-03-28 23:00:00,3,23,47.04,37.05,26.26,32.21,13.76
2023-03-29 00:00:00,3,0,40.94,52.82,24.26,25.22,12.65
2023-03-29 01:00:00,3,1,79.05,56.31,23.32,20.25,8.47
2023-03-29 02:00:00,3,2,56.53,58.64,24.3,25.43,15.61
2023-03-29 03:00:00,3,3,56.01,43.07,25.48,30.79,15.21
2023-03-29 04:00:00,3,4,62.44,52.05,25.17,26.84,4.94
2023-03-29 05:00:00,3,5,27.22,53.86,25.84,26.45,6.43
2023-03-29 06:00:00,3,6,70.78,58.14,26.8,27.05,9.44
2023-03-29 07:00:00,3,7,48.48,57.7,27.61,29.64,9.31
2023-03-29 08:00:00,3,8,63.41,46.8,25.57,33.92,17.14
2023-03-29 09:00:00,3,9,28.56,63.15,22.86,30.0,0.0
2023-03-29 10:00:00,3,10,18.92,40.05,24.46,30.31,4.51
2023-03-29 11:00:00,3,11,66.36,55.34,22.99,28.88,16.32
2023-03-29 12:00:00,3,12,57.53,51.5,28.39,27.5,16.97
2023-03-29 13:00:00,3,13,31.96,63.37,28.97,34.47,6.92
2023-03-29 14:00:00,3,14,32.61,50.12,26.3,33.71,10.54
2023-03-29 15:00:00,3,15,72.51,53.28,26.72,40.23,23.84
2023-03-29 16:00:00,3,16,26.21,50.5,25.5,33.05,5.13
2023-03-29 17:00:00,3,17,82.85,35.28,25.73,27.51,10.65
2023-03-29 18:00:00,3,18,31.99,48.22,21.81,25.48,6.24
2023-03-29 19:00:00,3,19,62.77,57.95,24.85,34.76,21.92
2023-03-29 20:00:00,3,20,43.43,57.11,23.24,25.93,4.72
2023-03-29 21:00:00,3,21,62.06,44.05,25.56,34.05,16.53
2023-03-29 22:00:00,3,22,39.12,37.01,24.88,26.2,8.19
2023-03-29 23:00:00,3,23,46.74,47.18,28.89,31.75,17.89
2023-03-30 00:00:00,3,0,50.82,43.11,26.83,24.7,10.62
2023-03-30 01:00:00,3,1,29.96,43.9,25.57,33.9,9.91
2023-03-30 02:00:00,3,2,64.82,35.81,24.47,23.83,12.84
2023-03-30 03:00:00,3,3,39.74,69.5,28.35,31.36,7.93
2023-03-30 04:00:00,3,4,45.43,43.33,24.94,29.01,5.32
2023-03-30 05:00:00,3,5,30.11,40.16,25.66,30.51,6.24
2023-03-30 06:00:00,3,6,1.25,63.39,25.08,28.02,2.26
2023-03-30 07:00:00,3,7,46.18,58.86,24.19,27.9,11.36
2023-03-30 08:00:00,3,8,98.25,58.51,25.07,30.77,32.61
2023-03-30 09:00:00,3,9,65.69,57.29,21.08,24.99,18.42
2023-03-30 10:00:00,3,10,49.61,54.82,21.9,24.96,16.53
2023-03-30 11:00:00,3,11,44.74,47.57,25.7,28.21,0.36
2023-03-30 12:00:00,3,12,50.45,41.34,28.14,28.01,19.68
2023-03-30 13:00:00,3,13,60.94,39.19,25.7,24.97,14.02
2023-03-30 14:00:00,3,14,26.38,58.38,23.56,34.62,9.66
2023-03-30 15:00:00,3,15,72.29,58.45,22.11,28.33,21.55
2023-03-30 16:00:00,3,16,64.31,36.84,26.57,28.87,15.59
2023-03-30 17:00:00,3,17,64.36,43.53,23.87,23.36,7.19
2023-03-30 18:00:00,3,18,58.77,49.17,26.29,40.36,27.01
2023-03-30 19:00:00,3,19,50.39,45.27,25.78,42.14,13.86
2023-03-30 20:00:00,3,20,63.46,50.3,25.96,26.1,8.88
2023-03-30 21:00:00,3,21,61.84,44.75,25.07,36.13,17.46
2023-03-30 22:00:00,3,22,42.92,53.36,25.77,29.54,8.64
2023-03-30 23:00:00,3,23,38.53,47.31,24.76,38.02,12.23
2023-03-31 00:00:00,3,0,52.04,65.11,23.73,31.68,13.26
2023-03-31 01:00:00,3,1,80.98,56.88,23.07,30.5,27.33
2023-03-31 02:00:00,3,2,25.22,56.77,20.23,17.5,5.98
2023-03-31 03:00:00,3,3,20.65,53.74,24.64,25.61,0.12
2023-03-31 04:00:00,3,4,53.3,59.27,28.04,30.1,9.78
2023-03-31 05:00:00,3,5,51.02,55.34,26.46,30.99,11.24
2023-03-31 06:00:00,3,6,53.47,65.14,25.46,23.93,8.75
2023-03-31 07:00:00,3,7,54.88,44.51,23.53,26.36,9.49
2023-03-31 08:00:00,3,8,45.54,50.83,26.99,32.77,6.93
2023-03-31 09:00:00,3,9,79.8,67.05,24.76,23.08,16.81
2023-03-31 10:00:00,3,10,17.98,58.35,28.15,30.67,2.32
2023-03-31 11:00:00,3,11,33.43,46.63,23.04,36.19,5.33
2023-03-31 12:00:00,3,12,47.93,55.43,23.5,31.93,15.19
2023-03-31 13:00:00,3,13,17.14,56.97,23.31,31.68,8.77
2023-03-31 14:00:00,3,14,46.48,50.75,22.04,19.9,6.48
2023-03-31 15:00:00,3,15,83.23,46.56,23.13,25.89,26.88
2023-03-31 16:00:00,3,16,50.42,64.36,25.21,40.27,28.01
2023-03-31 17:00:00,3,17,54.61,44.5,23.58,27.0,14.78
2023-03-31 18:00:00,3,18,24.8,58.0,17.29,36.32,5.17
2023-03-31 19:00:00,3,19,37.67,50.18,27.15,26.95,9.81
2023-03-31 20:00:00,3,20,42.5,50.35,21.63,28.61,4.02
2023-03-31 21:00:00,3,21,43.65,55.27,26.18,32.58,7.5
2023-03-31 22:00:00,3,22,75.63,60.24,25.06,30.5,10.82
2023-03-31 23:00:00,3,23,61.15,52.86,29.23,31.91,13.13
2023-04-01 00:00:00,4,0,47.87,27.05,30.99,28.59,5.25
2023-04-01 01:00:00,4,1,75.03,56.92,27.99,27.0,20.01
2023-04-01 02:00:00,4,2,80.06,26.38,27.6,28.25,15.11
2023-04-01 03:00:00,4,3,92.9,45.9,32.01,30.02,24.64
2023-04-01 04:00:00,4,4,101.71,42.95,26.05,31.53,30.48
2023-04-01 05:00:00,4,5,49.79,54.17,29.38,37.87,21.58
2023-04-01 06:00:00,4,6,53.88,51.01,28.74,33.12,13.11
2023-04-01 07:00:00,4,7,44.94,48.33,28.31,35.1,14.71
2023-04-01 08:00:00,4,8,65.42,53.76,29.71,33.39,19.92
2023-04-01 09:00:00,4,9,79.42,45.39,29.38,27.1,24.31
2023-04-01 10:00:00,4,10,89.84,47.37,29.91,32.77,28.46
2023-04-01 11:00:00,4,11,68.58,24.79,29.28,33.33,25.58
2023-04-01 12:00:00,4,12,63.7,54.96,29.84,36.48,11.05
2023-04-01 13:00:00,4,13,73.13,42.27,29.19,27.34,13.35
2023-04-01 14:00:00,4,14,53.39,40.82,27.68,22.48,15.17
2023-04-01 15:00:00,4,15,111.89,54.0,29.01,33.56,34.21
2023-04-01 16:00:00,4,16,37.94,36.43,27.57,34.45,10.27
2023-04-01 17:00:00,4,17,73.79,47.28,27.44,31.78,17.19
2023-04-01 18:00:00,4,18,110.57,68.23,28.33,32.82,34.2
2023-04-01 19:00:00,4,19,70.23,36.7,28.76,37.07,11.81
2023-04-01 20:00:00,4,20,66.3,54.47,29.07,30.39,20.76
2023-04-01 21:00:00,4,21,62.95,53.78,30.83,31.29,16.88
2023-04-01 22:00:00,4,22,66.49,36.42,28.0,33.07,15.89
2023-04-01 23:00:00,4,23,97.55,46.77,29.39,26.58,24.13
2023-04-02 00:00:00,4,0,25.86,34.12,29.24,31.92,4.95
2023-04-02 01:00:00,4,1,100.76,31.2,27.78,32.36,27.34
2023-04-02 02:00:00,4,2,41.62,49.75,29.15,40.86,13.95
2023-04-02 03:00:00,4,3,64.76,35.37,31.01,31.19,20.57
2023-04-02 04:00:00,4,4,61.51,50.86,29.37,33.68,18.07
2023-04-02 05:00:00,4,5,81.87,20.97,29.45,37.27,15.9
2023-04-02 06:00:00,4,6,38.13,50.23,27.59,28.49,2.1
2023-04-02 07:00:00,4,7,79.34,33.04,32.94,39.56,20.75
2023-04-02 08:00:00,4,8,110.58,34.86,27.7,41.5,40.55
2023-04-02 09:00:00,4,9,42.83,40.14,25.66,32.54,14.4
2023-04-02 10:00:00,4,10,73.89,50.01,30.72,29.98,26.82
2023-04-02 11:00:00,4,11,56.86,44.82,28.77,40.82,14.28
2023-04-02 12:00:00,4,12,78.61,64.84,28.39,36.66,30.58
2023-04-02 13:00:00,4,13,70.48,41.06,27.91,33.09,9.76
2023-04-02 14:00:00,4,14,57.27,39.81,32.74,39.81,19.1
2023-04-02 15:00:00,4,15,79.85,41.97,29.71,39.28,27.38
2023-04-02 16:00:00,4,16,106.18,73.03,30.1,31.0,28.65
2023-04-02 17:00:00,4,17,66.28,55.96,29.33,33.92,17.2
2023-04-02 18:00:00,4,18,84.49,50.78,29.54,35.56,25.65
2023-04-02 19:00:00,4,19,44.23,40.38,31.8,32.82,5.93
2023-04-02 20:00:00,4,20,50.97,40.41,28.5,25.73,15.26
2023-04-02 21:00:00,4,21,79.54,45.0,26.09,27.99,19.81
2023-04-02 22:00:00,4,22,99.78,36.95,30.74,25.89,23.35
2023-04-02 23:00:00,4,23,77.21,53.56,29.99,35.14,21.23
2023-04-03 00:00:00,4,0,63.84,37.2,29.22,26.76,12.6
2023-04-03 01:00:00,4,1,70.08,38.55,29.94,33.64,22.28
2023-04-03 02:00:00,4,2,45.09,39.53,28.26,41.84,23.68
2023-04-03 03:00:00,4,3,82.19,45.12,29.04,39.82,20.32
2023-04-03 04:00:00,4,4,87.74,24.99,28.74,23.49,9.97
2023-04-03 05:00:00,4,5,61.05,38.37,27.82,26.29,14.71
2023-04-03 06:00:00,4,6,60.7,52.98,31.38,28.8,12.91
2023-04-03 07:00:00,4,7,75.41,40.82,26.18,26.83,17.49
2023-04-03 08:00:00,4,8,61.36,35.78,33.72,24.41,12.37
2023-04-03 09:00:00,4,9,68.77,49.18,30.75,32.63,21.82
2023-04-03 10:00:00,4,10,112.09,32.41,25.44,36.2,32.41
2023-04-03 11:00:00,4,11,65.16,39.48,28.55,37.45,14.31
2023-04-03 12:00:00,4,12,62.93,66.73,28.66,30.31,11.95
2023-04-03 13:00:00,4,13,57.15,40.3,29.78,31.32,14.12
2023-04-03 14:00:00,4,14,84.98,47.36,27.02,34.46,18.14
2023-04-03 15:00:00,4,15,66.47,37.93,29.06,32.14,17.63
2023-04-03 16:00:00,4,16,57.11,33.86,28.76,36.73,17.8
2023-04-03 17:00:00,4,17,96.52,41.35,27.52,34.83,26.24
2023-04-03 18:00:00,4,18,98.49,26.65,27.25,30.8,26.34
2023-04-03 19:00:00,4,19,58.09,45.09,30.84,23.4,3.26
2023-04-03 20:00:00,4,20,32.77,37.05,25.61,40.17,6.21
2023-04-03 21:00:00,4,21,90.25,35.25,29.96,29.25,16.3
2023-04-03 22:00:00,4,22,56.4,44.27,30.6,34.47,20.61
2023-04-03 23:00:00,4,23,85.91,35.51,28.56,23.1,28.08
2023-04-04 00:00:00,4,0,30.69,49.25,29.1,32.62,3.95
2023-04-04 01:00:00,4,1,87.95,47.53,31.33,33.18,23.16
2023-04-04 02:00:00,4,2,45.87,56.43,27.59,33.42,9.32
2023-04-04 03:00:00,4,3,84.71,40.89,27.8,47.75,34.83
2023-04-04 04:00:00,4,4,70.38,40.05,28.01,29.52,14.28
2023-04-04 05:00:00,4,5,51.02,31.51,31.33,36.78,17.06
2023-04-04 06:00:00,4,6,61.96,35.39,31.58,35.3,21.56
2023-04-04 07:00:00,4,7,83.82,46.15,26.21,29.29,14.35
2023-04-04 08:00:00,4,8,72.21,55.08,31.01,36.71,23.46
2023-04-04 09:00:00,4,9,81.78,38.97,30.64,31.86,12.76
2023-04-04 10:00:00,4,10,109.63,32.19,32.11,37.06,32.59
2023-04-04 11:00:00,4,11,38.81,35.75,29.77,42.48,12.13
2023-04-04 12:00:00,4,12,102.44,32.46,28.91,33.43,27.41
2023-04-04 13:00:00,4,13,72.18,45.42,31.29,31.27,17.26
2023-04-04 14:00:00,4,14,52.12,47.97,30.4,37.94,14.01
2023-04-04 15:00:00,4,15,43.49,50.67,33.49,39.66,13.05
2023-04-04 16:00:00,4,16,66.31,43.86,30.92,28.26,16.82
2023-04-04 17:00:00,4,17,88.53,44.09,29.31,30.41,23.78
2023-04-04 18:00:00,4,18,67.55,41.23,26.65,36.06,20.88
2023-04-04 19:00:00,4,19,100.32,44.59,27.84,32.02,23.92
2023-04-04 20:00:00,4,20,41.07,44.64,26.13,27.91,14.96
2023-04-04 21:00:00,4,21,69.85,51.07,28.57,35.38,28.24
2023-04-04 22:00:00,4,22,45.05,33.89,30.85,36.04,7.09
2023-04-04 23:00:00,4,23,77.37,42.54,28.99,31.01,20.83
2023-04-05 00:00:00,4,0,87.83,45.05,31.04,32.99,21.82
2023-04-05 01:00:00,4,1,61.68,50.78,29.68,29.8,19.95
2023-04-05 02:00:00,4,2,18.01,56.62,28.19,27.2,4.02
2023-04-05 03:00:00,4,3,74.08,30.22,29.18,30.19,18.92
2023-04-05 04:00:00,4,4,78.83,37.75,29.94,33.05,24.2
2023-04-05 05:00:00,4,5,78.18,59.54,29.28,25.3,15.01
2023-04-05 06:00:00,4,6,94.81,35.67,29.3,30.56,32.55
2023-04-05 07:00:00,4,7,48.68,34.08,27.46,33.12,15.99
2023-04-05 08:00:00,4,8,83.7,42.06,28.13,38.65,31.64
2023-04-05 09:00:00,4,9,93.95,27.32,33.52,31.12,23.27
2023-04-05 10:00:00,4,10,34.52,41.13,31.46,26.45,7.0
2023-04-05 11:00:00,4,11,76.49,57.47,26.05,31.63,24.23
2023-04-05 12:00:00,4,12,60.01,39.65,24.27,29.85,18.49
2023-04-05 13:00:00,4,13,68.47,40.85,29.15,35.44,13.99
2023-04-05 14:00:00,4,14,77.05,49.33,30.79,30.99,20.55
2023-04-05 15:00:00,4,15,60.35,37.57,27.96,19.13,11.99
2023-04-05 16:00:00,4,16,56.58,59.98,31.04,51.14,23.48
2023-04-05 17:00:00,4,17,70.78,33.4,29.12,33.39,21.6
2023-04-05 18:00:00,4,18,48.35,52.08,28.67,33.13,12.92
2023-04-05 19:00:00,4,19,48.38,53.15,30.51,24.97,0.0
2023-04-05 20:00:00,4,20,83.68,44.44,27.94,25.36,11.14
2023-04-05 21:00:00,4,21,47.12,38.97,28.43,32.22,17.53
2023-04-05 22:00:00,4,22,83.42,41.66,30.34,34.36,22.68
2023-04-05 23:00:00,4,23,79.35,50.73,28.94,36.19,24.89
2023-04-06 00:00:00,4,0,35.58,48.36,32.82,33.87,10.03
2023-04-06 01:00:00,4,1,56.54,54.63,30.39,26.75,8.49
2023-04-06 02:00:00,4,2,93.98,45.55,30.26,20.16,13.46
2023-04-06 03:00:00,4,3,50.47,32.55,28.9,32.18,15.19
2023-04-06 04:00:00,4,4,60.81,43.34,30.75,30.01,17.37
2023-04-06 05:00:00,4,5,79.34,34.71,28.35,26.37,28.39
2023-04-06 06:00:00,4,6,85.76,28.75,29.56,36.82,23.94
2023-04-06 07:00:00,4,7,65.07,49.18,27.17,24.8,21.81
2023-04-06 08:00:00,4,8,58.15,45.17,31.08,35.76,13.04
2023-04-06 09:00:00,4,9,98.54,21.59,29.58,25.63,23.5
2023-04-06 10:00:00,4,10,104.87,28.86,32.97,33.35,30.05
2023-04-06 11:00:00,4,11,89.67,60.03,33.78,37.35,27.3
2023-04-06 12:00:00,4,12,71.8,39.43,30.53,30.99,18.53
2023-04-06 13:00:00,4,13,53.93,43.3,29.14,41.13,15.38
2023-04-06 14:00:00,4,14,53.49,35.04,27.11,42.27,23.37
2023-04-06 15:00:00,4,15,80.55,50.75,30.81,33.87,18.53
2023-04-06 16:00:00,4,16,78.46,51.7,29.42,35.39,24.74
2023-04-06 17:00:00,4,17,98.13,50.06,30.08,37.98,34.86
2023-04-06 18:00:00,4,18,83.11,49.02,32.46,35.4,31.45
2023-04-06 19:00:00,4,19,40.03,35.15,27.35,34.87,16.5
2023-04-06 20:00:00,4,20,91.14,55.11,27.15,30.06,25.71
2023-04-06 21:00:00,4,21,50.13,49.53,28.53,24.24,6.95
2023-04-06 22:00:00,4,22,62.42,61.19,30.64,25.73,9.46
2023-04-06 23:00:00,4,23,75.1,33.23,30.11,44.59,22.23
2023-04-07 00:00:00,4,0,110.01,30.59,27.21,34.29,25.29
2023-04-07 01:00:00,4,1,132.29,46.57,30.51,31.45,34.69
2023-04-07 02:00:00,4,2,82.23,46.28,26.6,39.0,23.1
2023-04-07 03:00:00,4,3,66.43,38.77,27.32,28.93,22.02
2023-04-07 04:00:00,4,4,80.79,28.56,28.77,35.6,21.08
2023-04-07 05:00:00,4,5,87.85,39.22,27.89,33.07,24.69
2023-04-07 06:00:00,4,6,63.68,50.28,30.78,34.98,17.25
2023-04-07 07:00:00,4,7,106.0,59.49,29.57,31.0,20.38
2023-04-07 08:00:00,4,8,74.7,54.45,32.53,27.86,22.8
2023-04-07 09:00:00,4,9,80.05,42.57,28.51,28.57,22.54
2023-04-07 10:00:00,4,10,83.41,49.85,28.76,28.76,24.06
2023-04-07 11:00:00,4,11,78.53,41.35,31.42,32.66,24.36
2023-04-07 12:00:00,4,12,86.87,48.83,28.82,24.9,14.24
2023-04-07 13:00:00,4,13,57.75,53.88,31.99,26.44,9.03
2023-04-07 14:00:00,4,14,58.93,55.07,30.08,33.36,18.65
2023-04-07 15:00:00,4,15,48.09,27.68,24.29,32.04,20.56
2023-04-07 16:00:00,4,16,78.89,34.41,31.36,33.63,24.05
2023-04-07 17:00:00,4,17,85.67,26.0,30.83,32.45,28.08
2023-04-07 18:00:00,4,18,79.25,37.9,30.9,45.27,27.29
2023-04-07 19:00:00,4,19,103.59,47.6,25.18,33.31,34.26
2023-04-07 20:00:00,4,20,69.98,30.07,27.67,30.78,15.87
2023-04-07 21:00:00,4,21,83.47,43.63,27.82,33.19,24.3
2023-04-07 22:00:00,4,22,48.26,41.09,27.32,37.78,13.37
2023-04-07 23:00:00,4,23,62.35,43.73,32.48,32.43,21.31
2023-04-08 00:00:00,4,0,84.01,72.77,28.98,36.1,29.8
2023-04-08 01:00:00,4,1,87.08,27.25,28.93,34.66,17.78
2023-04-08 02:00:00,4,2,64.22,38.39,30.1,31.23,23.35
2023-04-08 03:00:00,4,3,68.66,40.0,30.14,33.23,30.91
2023-04-08 04:00:00,4,4,39.74,43.92,22.33,40.67,11.7
2023-04-08 05:00:00,4,5,62.96,41.67,27.71,33.89,17.16
2023-04-08 06:00:00,4,6,87.9,49.27,26.17,27.75,26.54
2023-04-08 07:00:00,4,7,81.6,37.14,29.8,31.08,21.48
2023-04-08 08:00:00,4,8,80.11,56.37,28.42,22.11,14.75
2023-04-08 09:00:00,4,9,71.09,41.44,29.03,33.37,29.26
2023-04-08 10:00:00,4,10,70.24,37.69,24.84,39.24,16.21
2023-04-08 11:00:00,4,11,56.89,45.29,28.38,25.97,8.38
2023-04-08 12:00:00,4,12,84.07,39.59,31.23,33.43,25.52
2023-04-08 13:00:00,4,13,78.52,53.21,31.82,37.61,16.52
2023-04-08 14:00:00,4,14,79.94,52.96,30.44,38.14,23.55
2023-04-08 15:00:00,4,15,59.58,40.93,26.33,39.08,17.5
2023-04-08 16:00:00,4,16,27.03,36.52,31.52,23.34,10.07
2023-04-08 17:00:00,4,17,92.04,62.05,30.45,35.2,30.48
2023-04-08 18:00:00,4,18,60.52,38.08,28.77,25.15,4.28
2023-04-08 19:00:00,4,19,52.84,48.73,24.95,27.69,8.73
2023-04-08 20:00:00,4,20,83.97,45.23,30.91,36.79,22.3
2023-04-08 21:00:00,4,21,62.26,56.7,27.82,33.47,16.29
2023-04-08 22:00:00,4,22,91.29,51.82,29.69,36.31,22.15
2023-04-08 23:00:00,4,23,82.44,33.64,29.14,28.03,21.53
2023-04-09 00:00:00,4,0,83.77,42.97,32.08,40.05,24.5
2023-04-09 01:00:00,4,1,42.78,47.13,28.75,36.12,15.83
2023-04-09 02:00:00,4,2,94.34,44.47,28.97,37.13,29.19
2023-04-09 03:00:00,4,3,75.32,38.41,32.16,27.28,12.27
2023-04-09 04:00:00,4,4,62.71,38.9,27.68,38.54,27.09
2023-04-09 05:00:00,4,5,72.96,44.05,30.63,31.1,26.01
2023-04-09 06:00:00,4,6,34.57,32.37,28.6,29.62,9.99
2023-04-09 07:00:00,4,7,78.27,33.6,26.99,35.81,22.17
2023-04-09 08:00:00,4,8,49.51,39.17,29.0,35.6,9.41
2023-04-09 09:00:00,4,9,43.04,42.76,30.38,28.45,15.56
2023-04-09 10:00:00,4,10,39.65,36.73,31.71,42.96,18.32
2023-04-09 11:00:00,4,11,92.35,40.16,31.95,41.75,28.08
2023-04-09 12:00:00,4,12,57.51,32.69,28.41,35.7,13.69
2023-04-09 13:00:00,4,13,100.77,34.31,27.03,34.83,31.55
2023-04-09 14:00:00,4,14,59.38,53.48,28.36,34.33,11.12
2023-04-09 15:00:00,4,15,35.95,54.16,26.64,24.93,4.34
2023-04-09 16:00:00,4,16,47.77,50.31,28.57,33.24,8.04
2023-04-09 17:00:00,4,17,94.81,33.54,28.32,33.18,21.19
2023-04-09 18:00:00,4,18,66.98,59.06,30.45,29.8,13.04
2023-04-09 19:00:00,4,19,59.13,39.35,24.59,31.13,19.88
